User_ID,Device_Type,Network_Type,Region
-760379289840065873,device-123,4G,Urban
5736848609770476580,device-123,5G,Suburban
-4795410838764985417,Smartphone,Wi-Fi,Rural
1768559984771337636,Tablet,Wi-Fi,Urban
-5009340986289922214,device-123,Wi-Fi,Urban
-4648580480893767976,PC,4G,Urban
-3188851685751770263,Smartphone,5G,Suburban
778183238955803172,Tablet,4G,Urban
5147944802560325311,PC,4G,Urban
65689434740954498,PC,5G,Urban
-8205389740697921263,Tablet,Wi-Fi,Urban
-7335706649661328457,Smartphone,5G,Urban
3897912450724362997,Tablet,4G,Urban
-1092314513932029042,PC,4G,Rural
3688340189157474565,Smartphone,4G,Suburban
671524004304361066,,5G,
3627391586034430259,PC,5G,Urban
3948391376473566670,device-123,Wi-Fi,Rural
-607449764067102630,Tablet,4G,Urban
-2513372356488290292,Tablet,5G,Urban
-6503586616212570480,Tablet,Wi-Fi,Suburban
1375787819883778208,Smartphone,5G,Rural
7052489746511260790,PC,Wi-Fi,Urban
8350297929987002613,Tablet,Wi-Fi,Urban
1470163730011472477,PC,Wi-Fi,Urban
4054724605725379190,PC,Wi-Fi,Urban
6429106762525712637,Tablet,5G,Suburban
-3955956875192485262,PC,5G,Rural
-5271755296592784640,device-123,Wi-Fi,Urban
-8081162283225834919,Tablet,5G,Rural
1327411532955468925,PC,Wi-Fi,Urban
-1792762075281265146,Tablet,5G,Urban
3314255157341669931,Smartphone,4G,Rural
3257625615675400660,Smartphone,4G,Rural
-8284782264091584058,Tablet,5G,Urban
-3033102331936824352,Tablet,Wi-Fi,Rural
4339592630485334758,Smartphone,Wi-Fi,Urban
-5316064448611198943,Tablet,5G,Urban
-6762273407824693171,Tablet,5G,Urban
-3778495317762045335,Tablet,4G,Urban
2814819949588375341,PC,4G,Suburban
-6180893730857973838,PC,Wi-Fi,Rural
-8738921491756439624,PC,Wi-Fi,Suburban
1788690849135886099,Achats,4G,Suburban
4899936472617482502,Tablet,5G,Urban
-7242865184405214433,Tablet,5G,Urban
-6550991978373727717,Smartphone,5G,Rural
-1069997896431685524,Smartphone,5G,Rural
5802976317863843669,Tablet,4G,Suburban
-6308268832549737342,Tablet,4G,Urban
6558399124195479409,Tablet,Medios sociales,Suburban
-7205749922035362277,This is free text for Device_Type,Wi-Fi,Urban
-125710072003203043,PC,5G,Rural
1055490701983143450,PC,5G,Rural
-9035065762798033143,PC,5G,Suburban
-2211559877108188945,PC,5G,Suburban
-8813192548379231041,Smartphone,5G,Urban
9169496148720472647,PC,5G,Suburban
-4784910578208584900,PC,Wi-Fi,Urban
230973420785205229,Tablet,Wi-Fi,Urban
-8817553289264425477,Smartphone,5G,Rural
-2313265250940076041,Smartphone,5G,Rural
3876004769681724668,Smartphone,5G,Urban
7058359535858339904,device-123,Wi-Fi,Urban
-6885843968089569594,Tablet,4G,Suburban
-6429398577467394476,Tablet,Wi-Fi,Urban
1404197742723539310,device-123,Wi-Fi,Suburban
-5693151658439265339,Smartphone,5G,Urban
1325622284060311489,Tablet,4G,Urban
-124411349160577923,Tablet,5G,Urban
6163421445753037475,PC,5G,Rural
5672847397735446217,Smartphone,4G,Rural
-2943933657623693988,Smartphone,5G,Rural
-993070807034784325,PC,Wi-Fi,Urban
4383909870422021192,Tablet,5G,Rural
3167573614366318572,PC,Wi-Fi,Suburban
6946631812261204994,Smartphone,5G,Achats
-4543707330883080137,PC,5G,Suburban
3125216474783572783,Smartphone,5G,Rural
1605084827770242693,,This is free text for Network_Type,
7828152638956583470,device-123,4G,Suburban
2087498905348848882,Smartphone,5G,Urban
8376540129686054202,Smartphone,Wi-Fi,Suburban
3565584408462348239,Smartphone,5G,Urban
3243967938876168094,Smartphone,4G,Suburban
3455784952395560261,Smartphone,4G,Urban
1967711358221432416,PC,5G,Rural
-8315467444569608816,Tablet,Wi-Fi,Rural
4450348189684908218,Medios sociales,4G,Rural
5775177531848085859,PC,Wi-Fi,Suburban
-1450703428027755216,Tablet,4G,Urban
588760217965064509,PC,4G,Rural
-1822914788329459267,Tablet,4G,Urban
4960424718525359053,Smartphone,5G,Suburban
6776758199494222020,Smartphone,Streaming,Urban
4630737113718743184,PC,Wi-Fi,Suburban
5509244937240298055,PC,5G,Suburban
-8760601407470922697,device-123,4G,Rural
604561145775486106,PC,5G,Suburban
-1175045595867695494,Smartphone,4G,Suburban
-1207074605888161829,Smartphone,4G,Rural
-3850895661048661431,PC,Wi-Fi,Rural
668558071632357100,Tablet,5G,Rural
-6044618070305381343,Smartphone,4G,Suburban
-8963283222027631042,PC,Wi-Fi,Urban
-8220734639248296424,device-123,Wi-Fi,Urban
-8535425951440869578,Smartphone,4G,Suburban
9199319385302500216,PC,Wi-Fi,Urban
-4944900647753515086,PC,5G,Suburban
1186186476714436320,PC,4G,Urban
-8116604364099700565,This is free text for Device_Type,Wi-Fi,Suburban
-1969848508429886924,PC,Wi-Fi,Rural
-2497548561424935432,Tablet,Wi-Fi,Rural
-7854117222659451952,Smartphone,4G,Urban
-7824779626100815995,Smartphone,4G,Suburban
540656369953635895,PC,Wi-Fi,Rural
5426873046223629357,,4G,
7825529810222266467,Tablet,5G,Urban
5548289696187207930,Tablet,Wi-Fi,Rural
2216934766886140556,Tablet,Wi-Fi,Rural
1017550142626579598,Tablet,4G,Suburban
-9001037448498204176,device-123,5G,Suburban
-8031354242114423717,Smartphone,Wi-Fi,Suburban
-7367002968153610331,Tablet,Wi-Fi,Rural
-4137471554726649824,Tablet,4G,Rural
-4967245994284286484,Tablet,5G,Urban
-5295485206992963745,PC,Wi-Fi,Suburban
-6334861473830116185,Smartphone,Wi-Fi,Rural
-4779404714657238444,Smartphone,Wi-Fi,Rural
-5515574504111632671,Tablet,5G,Urban
-8978953694061346294,Smartphone,Wi-Fi,Suburban
-4411589217542979257,Tablet,4G,Rural
8567284138192408574,PC,5G,Suburban
-7701906166223118249,Tablet,Wi-Fi,Suburban
-884102925290902661,Smartphone,5G,Suburban
2409398623803548214,PC,5G,Urban
-787022093837237357,Smartphone,5G,Suburban
-1453657299960238957,Tablet,Wi-Fi,Suburban
7840087871668878184,Smartphone,4G,Rural
-5634201656596141446,Smartphone,5G,Suburban
6299033641110364676,Tablet,5G,Urban
7881063614609452283,,Wi-Fi,
9008504567322882067,Tablet,4G,Suburban
-7911711703476158887,PC,Wi-Fi,Urban
8439989452949287964,device-123,5G,Rural
-8931770263515968746,,4G,
6556039338852407754,PC,5G,Urban
5541549586881638908,Tablet,4G,Urban
4663887649091057818,Tablet,Wi-Fi,Urban
8460893139888437754,PC,5G,Urban
4803249055238359951,Smartphone,This is free text for Network_Type,Urban
-2338453018455984077,Tablet,5G,Suburban
8353743743591688691,Tablet,Wi-Fi,Suburban
-2261207753555356348,Tablet,5G,Suburban
-72361200712281825,device-123,Wi-Fi,Urban
5011007498816574796,PC,4G,Rural
7602125648348614871,PC,Wi-Fi,Rural
-4862755380447161993,Tablet,Wi-Fi,Suburban
-5721184798937258458,device-123,Wi-Fi,Rural
2047181965818263808,Tablet,4G,Rural
-3870953907568158399,Tablet,4G,Rural
-5318480954356029940,PC,5G,Urban
-8163506257052898324,Tablet,Wi-Fi,Suburban
-2242598695341109839,PC,4G,Suburban
699330356996560463,device-123,5G,Rural
-7020912138631126722,PC,5G,Rural
-1209971090243507719,,Wi-Fi,
857166733289027844,PC,4G,Suburban
-6127874349259992340,PC,5G,Rural
-9100707850764928341,Smartphone,5G,Suburban
2405811518561858867,Smartphone,4G,Suburban
3885808522959662696,Smartphone,5G,Suburban
4475907821203233059,Tablet,5G,Suburban
628928367745092153,Tablet,Wi-Fi,Rural
-7134008307258610929,PC,Wi-Fi,Rural
3078889771831018163,device-123,Wi-Fi,Suburban
1039726191883503746,Tablet,4G,Rural
1188027255726837341,Smartphone,4G,Urban
8014301254615776193,Smartphone,5G,Urban
-6784522229788864548,Tablet,Streaming,Suburban
1111559594248747557,Smartphone,Wi-Fi,Rural
7553942131800779185,Tablet,This is free text for Network_Type,Rural
748184901804988350,Smartphone,Wi-Fi,Suburban
8800361674964716437,PC,Wi-Fi,Suburban
-5145448752977696347,PC,4G,Urban
4097296355922538722,,4G,
-4175182276112002369,Tablet,5G,Suburban
624791841452701974,Smartphone,Wi-Fi,Rural
3990676568066367223,Tablet,5G,Urban
-5304373591870385212,PC,5G,Suburban
-622123834325908795,,Wi-Fi,
-2108100553151682970,Smartphone,4G,Rural
-8579884359188051536,Tablet,5G,This is free text for Region
-6020416949753529221,Tablet,Wi-Fi,Suburban
-2347596680336971674,Smartphone,Wi-Fi,Rural
-174455837461117089,Smartphone,5G,Rural
2662268571636681774,Smartphone,4G,Suburban
-3965623577747031666,Tablet,Wi-Fi,Rural
1364717836925883686,Tablet,5G,Rural
2208127036437878375,PC,4G,Rural
6825469681043278302,Tablet,4G,Suburban
8009803317422128006,Smartphone,Wi-Fi,Urban
-8791560301347403058,Smartphone,Wi-Fi,Rural
846951745074881777,Tablet,5G,Rural
-5543489424023227973,Tablet,Wi-Fi,Suburban
-9114693472362864303,Smartphone,Wi-Fi,Suburban
2873493349810989533,PC,Wi-Fi,Suburban
8834911092570876433,Smartphone,4G,Suburban
-2637945889678112709,PC,Wi-Fi,Suburban
-3078484288565869320,Smartphone,5G,Urban
5941164977489566233,Tablet,Medios sociales,Urban
3115847609380960203,Tablet,4G,Suburban
-2775977339860641011,Smartphone,4G,Suburban
-3470639145531060367,Tablet,5G,Urban
6872851724328477755,PC,Wi-Fi,Suburban
7879872269689136881,,Wi-Fi,
-617181180038277486,Tablet,This is free text for Network_Type,Urban
7227186673416836811,PC,Wi-Fi,Rural
-5687375052172000199,Tablet,Wi-Fi,Rural
8320873832064232104,device-123,5G,Rural
-4980169137445524294,PC,Wi-Fi,Rural
6205180709827139142,Tablet,Wi-Fi,Suburban
8402167843033368658,Smartphone,4G,Suburban
2836039931336470763,Smartphone,4G,Urban
-2231543356764845058,Smartphone,Medios sociales,Suburban
6220548413734674990,device-123,Achats,Rural
6698975476629258130,Tablet,Wi-Fi,Rural
-990953392730159378,Tablet,Wi-Fi,Rural
-2265278154247486846,Tablet,5G,Rural
1285570966257247340,Smartphone,Wi-Fi,Suburban
-2176287514008817304,PC,Wi-Fi,Urban
7786971171788076071,PC,Achats,Rural
2977454750966168293,Tablet,5G,Suburban
3567820742877503934,Tablet,5G,Suburban
601111319597606715,Tablet,Wi-Fi,Rural
-466768850313793717,Tablet,4G,Urban
-5247072886788385391,Tablet,5G,Urban
8237909267680872487,Tablet,Wi-Fi,Suburban
2956195246615863975,Smartphone,5G,Urban
133444562687256110,Smartphone,5G,Rural
3541546357790358526,Smartphone,4G,Rural
285577730207443436,Smartphone,5G,Suburban
-1454807499100731506,Smartphone,Wi-Fi,Urban
291377836315219763,Smartphone,5G,Urban
-5585275532186007832,Tablet,4G,Suburban
-3858497482458257491,Tablet,Wi-Fi,Suburban
-977629320078145969,PC,5G,Suburban
8751680290101476830,PC,4G,Urban
7063997480980403073,,Wi-Fi,
2399433492128408386,Smartphone,4G,Suburban
5047766032032549424,PC,Wi-Fi,Urban
-7583497007901202466,PC,Wi-Fi,Rural
3788478419294077116,PC,4G,Urban
2513866134548502946,Smartphone,5G,Urban
3210980562987197407,PC,Wi-Fi,Suburban
7578198486785157888,PC,Wi-Fi,Urban
-2379405001239895322,PC,4G,Rural
7109020686453437676,Smartphone,4G,Rural
4432976108564400651,PC,5G,Rural
-7454360945904774382,Smartphone,Wi-Fi,Urban
-3797162643288676349,PC,Wi-Fi,Rural
-8717584917946828796,PC,Wi-Fi,Rural
-8413999564725349268,Tablet,4G,Suburban
8006802618158063123,PC,4G,Rural
6332650761426625544,Tablet,4G,Suburban
3150354104877686923,Smartphone,4G,Rural
469346576294440773,Tablet,5G,Urban
-8879110463972392430,Smartphone,4G,Rural
-3158605690529701539,PC,Wi-Fi,Urban
-3547925829122121515,PC,Wi-Fi,Rural
-1839716447332827112,Tablet,Wi-Fi,Suburban
-401507736519000236,Smartphone,4G,Suburban
8720994664629191824,Achats,Wi-Fi,Rural
5932574907319540934,Tablet,5G,Rural
-6823625854371273005,PC,5G,Urban
62921830308799390,Smartphone,4G,Urban
2400506542200503887,PC,5G,Suburban
5310109777998392207,PC,5G,Rural
-5941663424432932763,PC,4G,Urban
-6751854498294206788,Smartphone,4G,Suburban
-4758951853877419048,,5G,
6443912070352104681,PC,4G,Rural
3734910458736015273,PC,This is free text for Network_Type,Urban
-1503888060508465074,Smartphone,Wi-Fi,Rural
-1115371270953264824,PC,5G,Urban
-1677839889660300044,Smartphone,This is free text for Network_Type,Rural
291377836315219763,Smartphone,4G,Suburban
-2879702800198589123,PC,4G,Urban
62638835367801937,PC,5G,Urban
-3405064683255746068,Tablet,Wi-Fi,Urban
-6565612403707618480,Smartphone,5G,Rural
145756434170084392,Tablet,5G,Urban
8759893352847046713,Tablet,Wi-Fi,Suburban
3398570593974262906,Tablet,Wi-Fi,Rural
-2870326863419070560,Tablet,Wi-Fi,Suburban
-3238944156163062315,,4G,
-6178062484738415727,Tablet,5G,Suburban
-868270734007756251,Smartphone,5G,Urban
1218363919605510782,Tablet,4G,Suburban
-6344174406758074046,Smartphone,4G,Rural
-3381487612690387919,Smartphone,4G,Urban
7385192876327592913,PC,5G,This is free text for Region
367762813423932214,Smartphone,5G,Urban
-2421922058318687552,Smartphone,5G,Suburban
8804742931281536756,Smartphone,4G,Rural
7560513983701229399,PC,5G,Suburban
-4041651210397078544,Tablet,4G,Rural
2293664044716017382,Tablet,Wi-Fi,Rural
460892440110245611,Tablet,Wi-Fi,Urban
-3693476693105816382,Tablet,Wi-Fi,Suburban
2443499537119296115,PC,4G,Suburban
-3354088580991363024,Tablet,5G,Suburban
-4221614835782492943,PC,Medios sociales,Suburban
-1980223550229867327,Tablet,4G,Suburban
-3654780110137858199,Tablet,4G,Suburban
7516222429160691727,Smartphone,Wi-Fi,Rural
-3870784197481923818,PC,4G,Streaming
-8783280059014637922,PC,4G,Suburban
-4536512015616058941,Tablet,4G,Urban
-6372690309380414914,,5G,
5895086702722808975,Tablet,5G,Urban
-6178496185434983929,PC,5G,Suburban
-5300645044690268319,Smartphone,5G,Urban
-5575131634191967205,PC,Wi-Fi,Rural
-6111900687973463171,Smartphone,Wi-Fi,Rural
1207887210221031277,Tablet,4G,Urban
-5335303904721780056,Tablet,Wi-Fi,Suburban
9011759425299723068,PC,5G,Rural
8480307937414558052,Achats,4G,Urban
-5738115263109936929,PC,5G,Urban
-2156892272980051236,Smartphone,Wi-Fi,Rural
-2957663077178726313,Smartphone,4G,Rural
4072031076007002637,PC,4G,Rural
2654943837891285787,Tablet,4G,Suburban
4813411959595130222,Smartphone,4G,Suburban
-1982164725743896896,PC,Wi-Fi,Urban
8179410046678923585,Tablet,Wi-Fi,Rural
-7773928160241405477,Tablet,Wi-Fi,Urban
2721537582969998538,PC,Wi-Fi,Rural
-5385999809793974375,Tablet,5G,Urban
-1461695615112660761,PC,Wi-Fi,Suburban
-2644666984705362884,Tablet,4G,Urban
-8297993861097362260,Tablet,5G,Urban
8783656522088307518,PC,Wi-Fi,Rural
5448581679580761902,device-123,4G,Urban
-125710072003203043,PC,Wi-Fi,Suburban
-7979493429646578182,Achats,4G,Rural
8535662156821367505,Smartphone,5G,Urban
-4039733439689496386,PC,5G,Urban
823874055354147084,PC,Wi-Fi,Suburban
3672371511540874398,Smartphone,5G,Rural
8942781387311372805,Tablet,5G,Suburban
32274534985448428,Smartphone,4G,Rural
-8513755790556960250,Smartphone,Wi-Fi,Urban
-2126835009885819531,PC,Wi-Fi,Suburban
7498567629052241789,Tablet,4G,Suburban
-5567917091304906526,Tablet,4G,Rural
8803314042196445343,Smartphone,4G,Urban
7016688632715539476,PC,5G,Urban
8212997018341929052,Smartphone,5G,Suburban
7457510004153946096,Tablet,5G,Rural
-4929306784164208347,Tablet,Wi-Fi,Urban
3262698521239083345,device-123,Wi-Fi,Suburban
7768211948148935945,Smartphone,4G,Suburban
981691024317729062,PC,5G,Rural
-3482961955234943834,Tablet,5G,Suburban
-6562979898532741931,Smartphone,5G,Urban
7028868437375371863,Tablet,Wi-Fi,Suburban
6184771385216701732,Tablet,5G,Rural
3244804729067855154,Tablet,4G,Rural
-8980480210386978985,Tablet,5G,Suburban
6337156953517365381,Smartphone,4G,Rural
-7420420411378276034,Smartphone,5G,Suburban
3508926271249679507,PC,5G,Rural
-7964480455738528107,Smartphone,Wi-Fi,Suburban
3830514235670184052,PC,4G,Urban
3170245836180311155,Smartphone,4G,Urban
7718606390866866010,Tablet,Wi-Fi,Rural
6330353925644101703,PC,4G,Suburban
982292447420253766,This is free text for Device_Type,5G,Rural
2841787993706495045,PC,Wi-Fi,Rural
-2993339717486221997,Tablet,Wi-Fi,Urban
6720572388474542322,Smartphone,4G,Suburban
-3069591494284469540,PC,5G,Suburban
6107944122273678435,PC,Wi-Fi,Suburban
6666011484609420232,Smartphone,Wi-Fi,Urban
7055971740047724058,Smartphone,4G,Urban
9029020097329620217,Tablet,Wi-Fi,Urban
-196316755419345937,PC,5G,Suburban
8377087889193643194,Smartphone,Wi-Fi,Urban
7250722223740218333,,4G,
3686322705329239070,device-123,5G,Suburban
-4343529951982831005,Smartphone,Wi-Fi,Suburban
1812347165041422249,Tablet,5G,This is free text for Region
-6923174032688736742,PC,Wi-Fi,Urban
4750456031018253159,Smartphone,4G,Rural
3214649447914124006,device-123,Wi-Fi,Rural
6531224307519839524,Smartphone,Wi-Fi,Rural
4623788435978278665,Smartphone,4G,Suburban
-8108878238985996752,PC,Wi-Fi,Suburban
2731745018442526535,Smartphone,5G,Rural
-6058874692499428623,PC,Wi-Fi,Urban
-5408934801925424044,Tablet,4G,Urban
107145592443668558,Smartphone,4G,Suburban
6066788132198361177,Tablet,Wi-Fi,Suburban
-5045507283791968620,PC,Wi-Fi,Suburban
3605932368454962135,PC,4G,Rural
1484867544117707276,Smartphone,Wi-Fi,Suburban
3700491569802814089,Smartphone,5G,Suburban
-7937732787382529549,PC,5G,Suburban
-1005289617416800948,PC,5G,Urban
7162553185965625220,Smartphone,Wi-Fi,Suburban
40935094817310846,Achats,5G,Rural
-8024069677177815115,Smartphone,5G,Suburban
-5154447296820145430,Tablet,5G,Rural
-7241452135905822580,device-123,5G,Rural
8458919977811695100,Smartphone,5G,Suburban
-8148908386976108463,PC,5G,Suburban
-7498864576255816691,Smartphone,Wi-Fi,Suburban
6142386579938079233,Tablet,5G,Rural
-161862863218896912,Smartphone,5G,Rural
-7615508965431583462,Tablet,Wi-Fi,Urban
8932697478717641899,Tablet,Wi-Fi,Suburban
5976357158881341883,Tablet,5G,Rural
-5330904010576157806,Tablet,4G,Suburban
1417890738906549512,PC,4G,Rural
7058937579049260860,device-123,Streaming,Suburban
3855932780308149358,Tablet,Wi-Fi,Rural
-1742762657088745303,Tablet,4G,Suburban
3064481304786295683,Smartphone,4G,Rural
1278541966732484076,Smartphone,4G,Rural
6946511860461623238,Jeux,Wi-Fi,Suburban
5287097339771621737,Tablet,Wi-Fi,Urban
-6277527902289722266,Tablet,Wi-Fi,Urban
4474481086291851893,Tablet,4G,Urban
874914697606269012,Smartphone,4G,This is free text for Region
-3309490232381776498,Tablet,Wi-Fi,Rural
-5007888119827989330,device-123,4G,Suburban
-98367159248908382,Tablet,Medios sociales,Suburban
-2517273151520228798,Tablet,Wi-Fi,Urban
-8545244528388702904,PC,Wi-Fi,Rural
-4568129635499250233,Smartphone,Wi-Fi,Suburban
6901993891992752343,Smartphone,5G,Rural
3109329462214563054,Smartphone,4G,Urban
-3024270618373448258,device-123,5G,Urban
8549048185341733422,PC,5G,Urban
1871227483238712106,Tablet,5G,Rural
-273031258551905582,Smartphone,Wi-Fi,Rural
5648703255933729500,Smartphone,5G,Urban
3952435350611664096,Tablet,5G,Rural
5279590028755448291,Smartphone,4G,Suburban
1547336907169130552,PC,4G,Urban
-9138470928673872456,Smartphone,Wi-Fi,Urban
-4420960443404227431,Tablet,5G,Urban
-6115261732822048167,Smartphone,4G,Rural
-7624333190537338769,device-123,4G,Suburban
-4294049232056055826,,4G,
-2444772825854245615,Smartphone,4G,Suburban
-9091214201963331517,Tablet,Achats,Urban
-3617155362099407753,Smartphone,Wi-Fi,Urban
-2181848495878675043,This is free text for Device_Type,5G,Urban
-2413811011328404119,PC,5G,Urban
8638929897215398382,PC,Wi-Fi,Urban
-925807572901565763,Tablet,Wi-Fi,Urban
-1974412206445742025,Smartphone,5G,Suburban
-5629109720461273784,PC,5G,Urban
9043423660210640520,Tablet,4G,Urban
-3525536348327507244,Smartphone,5G,Suburban
8780782715845874556,Tablet,Wi-Fi,Suburban
5282900544950936779,PC,5G,Suburban
-6824707145520850511,Tablet,5G,Suburban
-578121538388749643,Tablet,Wi-Fi,This is free text for Region
7739283385222143593,Tablet,4G,Suburban
3916130164618234407,PC,4G,Urban
1928837921385118783,Tablet,Wi-Fi,Rural
-8586623879667113133,PC,Wi-Fi,Rural
-3541817548258883552,Smartphone,4G,Suburban
4801532161586902407,Smartphone,Wi-Fi,Suburban
3716147753358994344,Smartphone,4G,Urban
969314292059670417,Smartphone,5G,Rural
-7744052101411305918,Tablet,Wi-Fi,Urban
-4246002321606120842,Smartphone,5G,Rural
-9036318966945613992,PC,Wi-Fi,Rural
6482541754830734964,PC,4G,Suburban
5898979340114609481,Smartphone,4G,Urban
8479193994513176670,Smartphone,Streaming,Rural
7746792299857482185,PC,5G,Urban
8339823323729637360,Tablet,Wi-Fi,Urban
-4373912312639554646,Tablet,5G,Urban
-8734578607707158945,Tablet,4G,Urban
-4287134791613231947,Tablet,5G,Suburban
-6090932560067224436,Tablet,5G,Rural
-9123659369479671871,Tablet,Wi-Fi,Rural
-4331072412133447924,Tablet,4G,Suburban
-8885645066801704317,Smartphone,Wi-Fi,Suburban
5378574444088046012,PC,5G,Rural
8751263372999529430,Smartphone,Wi-Fi,Urban
-1240460719453325479,PC,4G,Suburban
3680751925428646014,,4G,
3596121728291574011,Smartphone,4G,Rural
6103701075892449809,Smartphone,Wi-Fi,Medios sociales
-2391712116120546710,Smartphone,Wi-Fi,Suburban
-4924968646613554593,Tablet,4G,Urban
-3547735200125362866,Smartphone,Wi-Fi,Suburban
2967596592022140974,Smartphone,4G,Urban
3747405992879924509,Smartphone,4G,Suburban
-5503153668406061351,PC,5G,Rural
-4163578690358950867,Tablet,4G,Rural
291377836315219763,PC,5G,Urban
-6086649781204903963,PC,5G,Urban
-6350293475247808652,Tablet,Wi-Fi,Urban
-3480305063274663981,,4G,
-6200319037951198440,Smartphone,5G,Rural
-3825162625657833315,PC,4G,Urban
7199162212329991187,Tablet,4G,Urban
-3323571865674795526,Tablet,4G,Rural
-996584004630214105,Smartphone,4G,Suburban
-4743641932754589316,PC,4G,Suburban
-6874551416040899378,Smartphone,5G,Rural
6685783732603391248,Smartphone,5G,Rural
-6581894902935492745,Jeux,4G,Suburban
-399455183062343393,Smartphone,5G,Urban
-1832215733357141093,PC,4G,Rural
216940326622750550,Smartphone,4G,Urban
-7773827145277895612,PC,4G,Urban
345868667571509429,PC,4G,Suburban
4549144110796622558,PC,Wi-Fi,Urban
291377836315219763,Tablet,Streaming,Rural
7756333001013546156,PC,5G,Suburban
1568966072798779234,,Wi-Fi,
2418794814840991448,PC,Wi-Fi,Urban
-2250078372577042957,Tablet,4G,Rural
-6556430878431279323,Tablet,Wi-Fi,Rural
-2707725304096516030,PC,5G,Rural
-1150896045025943451,Tablet,4G,Urban
-7221689775652678683,Tablet,Wi-Fi,Suburban
4949912616350278191,PC,Wi-Fi,Suburban
389606900399389413,This is free text for Device_Type,5G,Suburban
366967696786034230,Smartphone,5G,Rural
5701138804069018617,PC,5G,Suburban
6767889736289250269,Tablet,5G,Rural
-9217893198134499100,,4G,
-2786892162320576776,Tablet,5G,Urban
4813308094888715763,PC,Wi-Fi,Suburban
-1033372580330356985,Tablet,Wi-Fi,Urban
5091387466914045482,Smartphone,5G,Urban
-7048249539607400715,,4G,
2853887159444297304,device-123,4G,Suburban
-1811248239527664874,Tablet,5G,Suburban
-1574693104566708329,device-123,4G,Rural
4485327729575108211,PC,Wi-Fi,Suburban
-4897790715930320685,PC,5G,Rural
5345233402139906619,Tablet,5G,Rural
-8247804487878658922,PC,Wi-Fi,Suburban
-4983543165976343729,This is free text for Device_Type,4G,Rural
3848748774566194631,Smartphone,4G,Urban
6396998633415010694,PC,Wi-Fi,Suburban
-6955326415626651655,,Wi-Fi,
2906576839177627526,Tablet,5G,Urban
-242576317982846017,Smartphone,5G,Suburban
813502495670437780,Tablet,4G,Urban
-8104722502685250477,Smartphone,Achats,Rural
1160514608393193330,Smartphone,Wi-Fi,Rural
-655715411347779104,PC,Wi-Fi,Suburban
-378655813235294263,PC,4G,Rural
-507016583238718248,Jeux,5G,Urban
-8196052112186821485,Smartphone,4G,Suburban
-1139598915700574946,PC,4G,Rural
-6800002405916521569,PC,4G,Urban
-2903240141019936498,PC,Wi-Fi,Urban
2720316683949416450,Tablet,5G,Urban
-98782817326084961,Tablet,5G,Rural
-8647038388188622001,Tablet,5G,Urban
-2277132152715062756,Tablet,Wi-Fi,Urban
5613987409830304179,PC,Wi-Fi,Rural
7129269744805147499,PC,Wi-Fi,Rural
-74750762805349139,,Wi-Fi,
532546916252206215,Smartphone,5G,Rural
4927078263404155601,PC,4G,Rural
2464989360012756125,device-123,Wi-Fi,Rural
2705493472876694076,PC,Wi-Fi,Rural
-1807102982544517228,PC,4G,Rural
-3196694481867065047,Tablet,5G,Urban
6089098090732486608,Tablet,5G,Rural
4035343857155480040,device-123,4G,Urban
883009566446329115,PC,5G,Suburban
-2681709739262651795,PC,4G,Urban
4387536937633798739,Tablet,5G,Suburban
2036632162420514056,PC,5G,Urban
-187509602681602898,Smartphone,4G,Suburban
-7065203913383115470,Smartphone,4G,This is free text for Region
-2263901664755167627,Tablet,4G,Suburban
-3834268637010513992,PC,Wi-Fi,Suburban
-2400098793685487250,Smartphone,5G,Suburban
-666336757044649867,Tablet,5G,Urban
291377836315219763,PC,Achats,Suburban
8119231351331525469,PC,5G,Urban
388124084722896430,Smartphone,Wi-Fi,Urban
1692288373977371800,Tablet,Wi-Fi,Urban
-6179215692673922610,PC,4G,Suburban
-5614747019983930675,device-123,4G,Urban
490689556398966039,Tablet,4G,Rural
5200103221608803823,,5G,
-1235720136868450755,Tablet,4G,Rural
-2534717836087999987,Smartphone,5G,Rural
4016378645531834213,Smartphone,5G,This is free text for Region
4697351962644371033,Smartphone,4G,Rural
2513866134548502946,PC,5G,Urban
4277714885623509635,Smartphone,Wi-Fi,Urban
-9045136909520095260,Smartphone,Wi-Fi,Urban
-8901103236966746505,,4G,
8039499666529870860,Tablet,5G,Rural
-2596763511836885119,Tablet,4G,Suburban
-9097730188211172965,Tablet,5G,Suburban
1820175925221785230,Tablet,Wi-Fi,Suburban
-6183803074228778400,Smartphone,This is free text for Network_Type,Suburban
-5943693548062109919,Tablet,4G,Suburban
291377836315219763,Smartphone,Wi-Fi,Rural
-3562104454488037616,Tablet,Wi-Fi,Suburban
291377836315219763,Smartphone,Wi-Fi,Urban
-4474158856939017818,Tablet,Wi-Fi,Rural
2025448999643264267,Smartphone,4G,Rural
-392724845871338832,Smartphone,4G,Suburban
2513866134548502946,Tablet,4G,Urban
959372368572105766,Smartphone,This is free text for Network_Type,Suburban
-620552722902315016,Tablet,4G,Urban
-344063883213572724,PC,4G,Rural
741156833560510958,Smartphone,5G,Rural
7329177811354782604,device-123,4G,Rural
-7165456605052505565,Smartphone,5G,Urban
-7195635531335362291,Smartphone,4G,Suburban
466896873406713822,Smartphone,5G,Urban
-7175745773514449044,Tablet,4G,Urban
-1856259419067226956,Smartphone,4G,Rural
-1555671098266157460,Tablet,Wi-Fi,Urban
